,day_column_depth,date_R,column,depth,increment,variety,moisture,concNO3N,NO3N_ha,N2O,CO2,mgN2ONm3,mgCO2Cm3,gN2ONha,gCO2Cha,CN,d15Nbulk,d15Nalpha,d15Nbeta,SP,d18O
7497,2015365 C12 7.5,2015365,C12,7.5,15,Monte Calme 268,0.195767708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7498,2015365 C12 90,2015365,C12,90,30,Monte Calme 268,0.293070833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7499,2015365 C2 120,2015365,C2,120,30,Probus,0.298325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7500,2015365 C2 30,2015365,C2,30,30,Probus,0.211025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7501,2015365 C2 60,2015365,C2,60,30,Probus,0.283775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7502,2015365 C2 7.5,2015365,C2,7.5,15,Probus,0.234921354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7503,2015365 C2 90,2015365,C2,90,30,Probus,0.2959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7504,2015365 C3 120,2015365,C3,120,30,CH Claro,0.293475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7505,2015365 C3 30,2015365,C3,30,30,CH Claro,0.26195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7506,2015365 C3 60,2015365,C3,60,30,CH Claro,0.23285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7507,2015365 C3 7.5,2015365,C3,7.5,15,CH Claro,0.245480208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7508,2015365 C3 90,2015365,C3,90,30,CH Claro,0.298325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7509,2015365 C4 120,2015365,C4,120,30,Monte Calme 268,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7510,2015365 C4 30,2015365,C4,30,30,Monte Calme 268,0.240276563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7511,2015365 C4 60,2015365,C4,60,30,Monte Calme 268,0.22315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7512,2015365 C4 7.5,2015365,C4,7.5,15,Monte Calme 268,0.225575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7513,2015365 C4 90,2015365,C4,90,30,Monte Calme 268,0.2862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7514,2015365 C5 120,2015365,C5,120,30,Probus,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7515,2015365 C5 30,2015365,C5,30,30,Probus,0.244975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7516,2015365 C5 60,2015365,C5,60,30,Probus,0.259525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7517,2015365 C5 7.5,2015365,C5,7.5,15,Probus,0.191625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7518,2015365 C5 90,2015365,C5,90,30,Probus,0.3056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7519,2015365 C6 120,2015365,C6,120,30,CH Claro,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7520,2015365 C6 30,2015365,C6,30,30,CH Claro,0.244975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7521,2015365 C6 60,2015365,C6,60,30,CH Claro,0.3056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7522,2015365 C6 7.5,2015365,C6,7.5,15,CH Claro,0.231283854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7523,2015365 C6 90,2015365,C6,90,30,CH Claro,0.32015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7524,2015365 C7 120,2015365,C7,120,30,Monte Calme 268,0.30075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7525,2015365 C7 30,2015365,C7,30,30,Monte Calme 268,0.230222917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7526,2015365 C7 60,2015365,C7,60,30,Monte Calme 268,0.2765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7527,2015365 C7 7.5,2015365,C7,7.5,15,Monte Calme 268,0.211277604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7528,2015365 C7 90,2015365,C7,90,30,Monte Calme 268,0.283572917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7529,2015365 C8 120,2015365,C8,120,30,CH Claro,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7530,2015365 C8 30,2015365,C8,30,30,CH Claro,0.254675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7531,2015365 C8 60,2015365,C8,60,30,CH Claro,0.26195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7532,2015365 C8 7.5,2015365,C8,7.5,15,CH Claro,0.186775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7533,2015365 C8 90,2015365,C8,90,30,CH Claro,0.308025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7534,2015365 C9 120,2015365,C9,120,30,Probus,0.327425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7535,2015365 C9 30,2015365,C9,30,30,Probus,0.262303646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7536,2015365 C9 60,2015365,C9,60,30,Probus,0.240125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7537,2015365 C9 7.5,2015365,C9,7.5,15,Probus,0.188896875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7538,2015365 C9 90,2015365,C9,90,30,Probus,0.225575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7539,2016001 C1 120,2016001,C1,120,30,Zinal,0.31045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7540,2016001 C1 30,2016001,C1,30,30,Zinal,0.312875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7541,2016001 C1 60,2016001,C1,60,30,Zinal,0.269225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7542,2016001 C1 7.5,2016001,C1,7.5,15,Zinal,0.2086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7543,2016001 C1 90,2016001,C1,90,30,Zinal,0.317725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7544,2016001 C10 120,2016001,C10,120,30,Zinal,0.327425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7545,2016001 C10 30,2016001,C10,30,30,Zinal,0.225271875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7546,2016001 C10 60,2016001,C10,60,30,Zinal,0.235275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7547,2016001 C10 7.5,2016001,C10,7.5,15,Zinal,0.19405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7548,2016001 C10 90,2016001,C10,90,30,Zinal,0.235275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7549,2016001 C11 120,2016001,C11,120,30,Zinal,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7550,2016001 C11 30,2016001,C11,30,30,Zinal,0.259525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7551,2016001 C11 60,2016001,C11,60,30,Zinal,0.32015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7552,2016001 C11 7.5,2016001,C11,7.5,15,Zinal,0.192382813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7553,2016001 C11 90,2016001,C11,90,30,Zinal,0.32015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7554,2016001 C12 120,2016001,C12,120,30,Monte Calme 268,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7555,2016001 C12 30,2016001,C12,30,30,Monte Calme 268,0.215875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7556,2016001 C12 60,2016001,C12,60,30,Monte Calme 268,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7557,2016001 C12 7.5,2016001,C12,7.5,15,Monte Calme 268,0.194100521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7558,2016001 C12 90,2016001,C12,90,30,Monte Calme 268,0.29105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7559,2016001 C2 120,2016001,C2,120,30,Probus,0.298325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7560,2016001 C2 30,2016001,C2,30,30,Probus,0.210671354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7561,2016001 C2 60,2016001,C2,60,30,Probus,0.281400521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7562,2016001 C2 7.5,2016001,C2,7.5,15,Probus,0.23285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7563,2016001 C2 90,2016001,C2,90,30,Probus,0.2959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7564,2016001 C3 120,2016001,C3,120,30,CH Claro,0.293475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7565,2016001 C3 30,2016001,C3,30,30,CH Claro,0.26195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7566,2016001 C3 60,2016001,C3,60,30,CH Claro,0.23285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7567,2016001 C3 7.5,2016001,C3,7.5,15,CH Claro,0.24255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7568,2016001 C3 90,2016001,C3,90,30,CH Claro,0.298325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7569,2016001 C4 120,2016001,C4,120,30,Monte Calme 268,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7570,2016001 C4 30,2016001,C4,30,30,Monte Calme 268,0.240226042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7571,2016001 C4 60,2016001,C4,60,30,Monte Calme 268,0.22315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7572,2016001 C4 7.5,2016001,C4,7.5,15,Monte Calme 268,0.224261458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7573,2016001 C4 90,2016001,C4,90,30,Monte Calme 268,0.2862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7574,2016001 C5 120,2016001,C5,120,30,Probus,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7575,2016001 C5 30,2016001,C5,30,30,Probus,0.244975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7576,2016001 C5 60,2016001,C5,60,30,Probus,0.259525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7577,2016001 C5 7.5,2016001,C5,7.5,15,Probus,0.191625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7578,2016001 C5 90,2016001,C5,90,30,Probus,0.3056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7579,2016001 C6 120,2016001,C6,120,30,CH Claro,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7580,2016001 C6 30,2016001,C6,30,30,CH Claro,0.244975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7581,2016001 C6 60,2016001,C6,60,30,CH Claro,0.3056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7582,2016001 C6 7.5,2016001,C6,7.5,15,CH Claro,0.228656771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7583,2016001 C6 90,2016001,C6,90,30,CH Claro,0.32015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7584,2016001 C7 120,2016001,C7,120,30,Monte Calme 268,0.30075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7585,2016001 C7 30,2016001,C7,30,30,Monte Calme 268,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7586,2016001 C7 60,2016001,C7,60,30,Monte Calme 268,0.2765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7587,2016001 C7 7.5,2016001,C7,7.5,15,Monte Calme 268,0.211227083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7588,2016001 C7 90,2016001,C7,90,30,Monte Calme 268,0.281400521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7589,2016001 C8 120,2016001,C8,120,30,CH Claro,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7590,2016001 C8 30,2016001,C8,30,30,CH Claro,0.254675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7591,2016001 C8 60,2016001,C8,60,30,CH Claro,0.26195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7592,2016001 C8 7.5,2016001,C8,7.5,15,CH Claro,0.186775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7593,2016001 C8 90,2016001,C8,90,30,CH Claro,0.308025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7594,2016001 C9 120,2016001,C9,120,30,Probus,0.327425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7595,2016001 C9 30,2016001,C9,30,30,Probus,0.257049479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7596,2016001 C9 60,2016001,C9,60,30,Probus,0.239821875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7597,2016001 C9 7.5,2016001,C9,7.5,15,Probus,0.188189583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7598,2016001 C9 90,2016001,C9,90,30,Probus,0.225473958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7599,2016002 C1 120,2016002,C1,120,30,Zinal,0.31045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7600,2016002 C1 30,2016002,C1,30,30,Zinal,0.312875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7601,2016002 C1 60,2016002,C1,60,30,Zinal,0.269225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7602,2016002 C1 7.5,2016002,C1,7.5,15,Zinal,0.206932813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7603,2016002 C1 90,2016002,C1,90,30,Zinal,0.317725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7604,2016002 C10 120,2016002,C10,120,30,Zinal,0.327425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7605,2016002 C10 30,2016002,C10,30,30,Zinal,0.226534896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7606,2016002 C10 60,2016002,C10,60,30,Zinal,0.236891667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7607,2016002 C10 7.5,2016002,C10,7.5,15,Zinal,0.19405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7608,2016002 C10 90,2016002,C10,90,30,Zinal,0.235275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7609,2016002 C11 120,2016002,C11,120,30,Zinal,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7610,2016002 C11 30,2016002,C11,30,30,Zinal,0.2631625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7611,2016002 C11 60,2016002,C11,60,30,Zinal,0.322524479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7612,2016002 C11 7.5,2016002,C11,7.5,15,Zinal,0.191776563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7613,2016002 C11 90,2016002,C11,90,30,Zinal,0.321413021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7614,2016002 C12 120,2016002,C12,120,30,Monte Calme 268,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7615,2016002 C12 30,2016002,C12,30,30,Monte Calme 268,0.216430729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7616,2016002 C12 60,2016002,C12,60,30,Monte Calme 268,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7617,2016002 C12 7.5,2016002,C12,7.5,15,Monte Calme 268,0.195161458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7618,2016002 C12 90,2016002,C12,90,30,Monte Calme 268,0.29105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7619,2016002 C2 120,2016002,C2,120,30,Probus,0.298325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7620,2016002 C2 30,2016002,C2,30,30,Probus,0.210519792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7621,2016002 C2 60,2016002,C2,60,30,Probus,0.283876042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7622,2016002 C2 7.5,2016002,C2,7.5,15,Probus,0.246440104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7623,2016002 C2 90,2016002,C2,90,30,Probus,0.2959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7624,2016002 C3 120,2016002,C3,120,30,CH Claro,0.293475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7625,2016002 C3 30,2016002,C3,30,30,CH Claro,0.26195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7626,2016002 C3 60,2016002,C3,60,30,CH Claro,0.233102604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7627,2016002 C3 7.5,2016002,C3,7.5,15,CH Claro,0.26861875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7628,2016002 C3 90,2016002,C3,90,30,CH Claro,0.298325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7629,2016002 C4 120,2016002,C4,120,30,Monte Calme 268,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7630,2016002 C4 30,2016002,C4,30,30,Monte Calme 268,0.242752083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7631,2016002 C4 60,2016002,C4,60,30,Monte Calme 268,0.22315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7632,2016002 C4 7.5,2016002,C4,7.5,15,Monte Calme 268,0.227343229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7633,2016002 C4 90,2016002,C4,90,30,Monte Calme 268,0.2862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7634,2016002 C5 120,2016002,C5,120,30,Probus,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7635,2016002 C5 30,2016002,C5,30,30,Probus,0.246894792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7636,2016002 C5 60,2016002,C5,60,30,Probus,0.259525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7637,2016002 C5 7.5,2016002,C5,7.5,15,Probus,0.193999479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7638,2016002 C5 90,2016002,C5,90,30,Probus,0.3056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7639,2016002 C6 120,2016002,C6,120,30,CH Claro,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7640,2016002 C6 30,2016002,C6,30,30,CH Claro,0.246591667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7641,2016002 C6 60,2016002,C6,60,30,CH Claro,0.3056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7642,2016002 C6 7.5,2016002,C6,7.5,15,CH Claro,0.243863542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7643,2016002 C6 90,2016002,C6,90,30,CH Claro,0.32015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7644,2016002 C7 120,2016002,C7,120,30,Monte Calme 268,0.30075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7645,2016002 C7 30,2016002,C7,30,30,Monte Calme 268,0.234971875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7646,2016002 C7 60,2016002,C7,60,30,Monte Calme 268,0.2765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7647,2016002 C7 7.5,2016002,C7,7.5,15,Monte Calme 268,0.211126042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7648,2016002 C7 90,2016002,C7,90,30,Monte Calme 268,0.28135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7649,2016002 C8 120,2016002,C8,120,30,CH Claro,0.316108333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7650,2016002 C8 30,2016002,C8,30,30,CH Claro,0.254675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7651,2016002 C8 60,2016002,C8,60,30,CH Claro,0.264678125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7652,2016002 C8 7.5,2016002,C8,7.5,15,CH Claro,0.186775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7653,2016002 C8 90,2016002,C8,90,30,CH Claro,0.311611979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7654,2016002 C9 120,2016002,C9,120,30,Probus,0.327425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7655,2016002 C9 30,2016002,C9,30,30,Probus,0.299992188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7656,2016002 C9 60,2016002,C9,60,30,Probus,0.240478646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7657,2016002 C9 7.5,2016002,C9,7.5,15,Probus,0.1892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7658,2016002 C9 90,2016002,C9,90,30,Probus,0.224564583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7659,2016003 C1 120,2016003,C1,120,30,Zinal,0.31045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7660,2016003 C1 30,2016003,C1,30,30,Zinal,0.312875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7661,2016003 C1 60,2016003,C1,60,30,Zinal,0.269225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7662,2016003 C1 7.5,2016003,C1,7.5,15,Zinal,0.206175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7663,2016003 C1 90,2016003,C1,90,30,Zinal,0.317725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7664,2016003 C10 120,2016003,C10,120,30,Zinal,0.327425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7665,2016003 C10 30,2016003,C10,30,30,Zinal,0.225575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7666,2016003 C10 60,2016003,C10,60,30,Zinal,0.235780208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7667,2016003 C10 7.5,2016003,C10,7.5,15,Zinal,0.19405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7668,2016003 C10 90,2016003,C10,90,30,Zinal,0.235275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7669,2016003 C11 120,2016003,C11,120,30,Zinal,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7670,2016003 C11 30,2016003,C11,30,30,Zinal,0.259878646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7671,2016003 C11 60,2016003,C11,60,30,Zinal,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7672,2016003 C11 7.5,2016003,C11,7.5,15,Zinal,0.191625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7673,2016003 C11 90,2016003,C11,90,30,Zinal,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7674,2016003 C12 120,2016003,C12,120,30,Monte Calme 268,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7675,2016003 C12 30,2016003,C12,30,30,Monte Calme 268,0.2183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7676,2016003 C12 60,2016003,C12,60,30,Monte Calme 268,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
