,day_column_depth,date_R,column,depth,increment,variety,moisture,concNO3N,NO3N_ha,N2O,CO2,mgN2ONm3,mgCO2Cm3,gN2ONha,gCO2Cha,CN,d15Nbulk,d15Nalpha,d15Nbeta,SP,d18O
3004,2015289 C4 7.5,2015289,C4,7.5,15,Monte Calme 268,0.247955729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3005,2015289 C4 90,2015289,C4,90,30,Monte Calme 268,0.29105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3006,2015289 C5 120,2015289,C5,120,30,Probus,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3007,2015289 C5 30,2015289,C5,30,30,Probus,0.254573958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3008,2015289 C5 60,2015289,C5,60,30,Probus,0.271700521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3009,2015289 C5 7.5,2015289,C5,7.5,15,Probus,0.196778125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3010,2015289 C5 90,2015289,C5,90,30,Probus,0.309338542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3011,2015289 C6 120,2015289,C6,120,30,CH Claro,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3012,2015289 C6 30,2015289,C6,30,30,CH Claro,0.263314063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3013,2015289 C6 60,2015289,C6,60,30,CH Claro,0.312875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3014,2015289 C6 7.5,2015289,C6,7.5,15,CH Claro,0.2413375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3015,2015289 C7 120,2015289,C7,120,30,Monte Calme 268,0.297971354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3016,2015289 C7 30,2015289,C7,30,30,Monte Calme 268,0.244166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3017,2015289 C7 60,2015289,C7,60,30,Monte Calme 268,0.283724479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3018,2015289 C7 7.5,2015289,C7,7.5,15,Monte Calme 268,0.224059375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3019,2015289 C7 90,2015289,C7,90,30,Monte Calme 268,0.288726042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3020,2015289 C8 120,2015289,C8,120,30,CH Claro,0.317725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3021,2015289 C8 30,2015289,C8,30,30,CH Claro,0.27104375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3022,2015289 C8 60,2015289,C8,60,30,CH Claro,0.274933854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3023,2015289 C8 7.5,2015289,C8,7.5,15,CH Claro,0.192180729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3024,2015289 C8 90,2015289,C8,90,30,CH Claro,0.312571875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3025,2015289 C9 120,2015289,C9,120,30,Probus,0.317725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3026,2015289 C9 30,2015289,C9,30,30,Probus,0.218956771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3027,2015289 C9 60,2015289,C9,60,30,Probus,0.241034375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3028,2015289 C9 7.5,2015289,C9,7.5,15,Probus,0.193342708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3029,2015289 C9 90,2015289,C9,90,30,Probus,0.226939063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3030,2015290 C1 120,2015290,C1,120,30,Zinal,0.31045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3031,2015290 C1 30,2015290,C1,30,30,Zinal,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3032,2015290 C1 60,2015290,C1,60,30,Zinal,0.272458333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3033,2015290 C1 7.5,2015290,C1,7.5,15,Zinal,0.22315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3034,2015290 C1 90,2015290,C1,90,30,Zinal,0.320604688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3035,2015290 C10 120,2015290,C10,120,30,Zinal,0.32015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3036,2015290 C10 30,2015290,C10,30,30,Zinal,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3037,2015290 C10 60,2015290,C10,60,30,Zinal,0.235275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3038,2015290 C10 7.5,2015290,C10,7.5,15,Zinal,0.195919271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3039,2015290 C10 90,2015290,C10,90,30,Zinal,0.244975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3040,2015290 C11 120,2015290,C11,120,30,Zinal,0.317725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3041,2015290 C11 30,2015290,C11,30,30,Zinal,0.27165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3042,2015290 C11 60,2015290,C11,60,30,Zinal,0.319139583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3043,2015290 C11 7.5,2015290,C11,7.5,15,Zinal,0.196475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3044,2015290 C11 90,2015290,C11,90,30,Zinal,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3045,2015290 C12 120,2015290,C12,120,30,Monte Calme 268,0.321311979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3046,2015290 C12 30,2015290,C12,30,30,Monte Calme 268,0.220725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3047,2015290 C12 60,2015290,C12,60,30,Monte Calme 268,0.229161979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3048,2015290 C12 7.5,2015290,C12,7.5,15,Monte Calme 268,0.19405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3049,2015290 C12 90,2015290,C12,90,30,Monte Calme 268,0.293525521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3050,2015290 C2 120,2015290,C2,120,30,Probus,0.2959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3051,2015290 C2 30,2015290,C2,30,30,Probus,0.206175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3052,2015290 C2 60,2015290,C2,60,30,Probus,0.289332292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3053,2015290 C2 7.5,2015290,C2,7.5,15,Probus,0.23830625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3054,2015290 C2 90,2015290,C2,90,30,Probus,0.300851042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3055,2015290 C3 120,2015290,C3,120,30,CH Claro,0.293475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3056,2015290 C3 30,2015290,C3,30,30,CH Claro,0.2765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3057,2015290 C3 60,2015290,C3,60,30,CH Claro,0.235275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3058,2015290 C3 7.5,2015290,C3,7.5,15,CH Claro,0.238154688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3059,2015290 C3 90,2015290,C3,90,30,CH Claro,0.3056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3060,2015290 C4 120,2015290,C4,120,30,Monte Calme 268,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3061,2015290 C4 30,2015290,C4,30,30,Monte Calme 268,0.25225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3062,2015290 C4 60,2015290,C4,60,30,Monte Calme 268,0.22315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3063,2015290 C4 7.5,2015290,C4,7.5,15,Monte Calme 268,0.244975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3064,2015290 C4 90,2015290,C4,90,30,Monte Calme 268,0.29105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3065,2015290 C5 120,2015290,C5,120,30,Probus,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3066,2015290 C5 30,2015290,C5,30,30,Probus,0.25225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3067,2015290 C5 60,2015290,C5,60,30,Probus,0.27165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3068,2015290 C5 7.5,2015290,C5,7.5,15,Probus,0.194252083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3069,2015290 C5 90,2015290,C5,90,30,Probus,0.308025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3070,2015290 C6 120,2015290,C6,120,30,CH Claro,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3071,2015290 C6 30,2015290,C6,30,30,CH Claro,0.26195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3072,2015290 C6 60,2015290,C6,60,30,CH Claro,0.312875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3073,2015290 C6 7.5,2015290,C6,7.5,15,CH Claro,0.235679167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3074,2015290 C7 120,2015290,C7,120,30,Monte Calme 268,0.298325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3075,2015290 C7 30,2015290,C7,30,30,Monte Calme 268,0.23951875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3076,2015290 C7 60,2015290,C7,60,30,Monte Calme 268,0.282006771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3077,2015290 C7 7.5,2015290,C7,7.5,15,Monte Calme 268,0.222846875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3078,2015290 C7 90,2015290,C7,90,30,Monte Calme 268,0.288625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3079,2015290 C8 120,2015290,C8,120,30,CH Claro,0.317320833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3080,2015290 C8 30,2015290,C8,30,30,CH Claro,0.269225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3081,2015290 C8 60,2015290,C8,60,30,CH Claro,0.273216146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3082,2015290 C8 7.5,2015290,C8,7.5,15,CH Claro,0.191625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3083,2015290 C8 90,2015290,C8,90,30,CH Claro,0.311915104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3084,2015290 C9 120,2015290,C9,120,30,Probus,0.317927083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3085,2015290 C9 30,2015290,C9,30,30,Probus,0.216329688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3086,2015290 C9 60,2015290,C9,60,30,Probus,0.240125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3087,2015290 C9 7.5,2015290,C9,7.5,15,Probus,0.191827083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3088,2015290 C9 90,2015290,C9,90,30,Probus,0.226736979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3089,2015291 C1 120,2015291,C1,120,30,Zinal,0.31045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3090,2015291 C1 30,2015291,C1,30,30,Zinal,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3091,2015291 C1 60,2015291,C1,60,30,Zinal,0.27165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3092,2015291 C1 7.5,2015291,C1,7.5,15,Zinal,0.221583854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3093,2015291 C1 90,2015291,C1,90,30,Zinal,0.32015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3094,2015291 C10 120,2015291,C10,120,30,Zinal,0.32015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3095,2015291 C10 30,2015291,C10,30,30,Zinal,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3096,2015291 C10 60,2015291,C10,60,30,Zinal,0.235275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3097,2015291 C10 7.5,2015291,C10,7.5,15,Zinal,0.194252083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3098,2015291 C10 90,2015291,C10,90,30,Zinal,0.244975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3099,2015291 C11 120,2015291,C11,120,30,Zinal,0.317725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3100,2015291 C11 30,2015291,C11,30,30,Zinal,0.270336458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3101,2015291 C11 60,2015291,C11,60,30,Zinal,0.32015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3102,2015291 C11 7.5,2015291,C11,7.5,15,Zinal,0.196475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3103,2015291 C11 90,2015291,C11,90,30,Zinal,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3104,2015291 C12 120,2015291,C12,120,30,Monte Calme 268,0.320604688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3105,2015291 C12 30,2015291,C12,30,30,Monte Calme 268,0.219714583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3106,2015291 C12 60,2015291,C12,60,30,Monte Calme 268,0.228858854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3107,2015291 C12 7.5,2015291,C12,7.5,15,Monte Calme 268,0.19405,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23,17.03,-6.56,23.58,41.57
3108,2015291 C12 90,2015291,C12,90,30,Monte Calme 268,0.293475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3109,2015291 C2 120,2015291,C2,120,30,Probus,0.293778125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3110,2015291 C2 30,2015291,C2,30,30,Probus,0.206175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3111,2015291 C2 60,2015291,C2,60,30,Probus,0.288625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3112,2015291 C2 7.5,2015291,C2,7.5,15,Probus,0.235527604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3113,2015291 C2 90,2015291,C2,90,30,Probus,0.300699479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3114,2015291 C3 120,2015291,C3,120,30,CH Claro,0.293475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3115,2015291 C3 30,2015291,C3,30,30,CH Claro,0.2765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3116,2015291 C3 60,2015291,C3,60,30,CH Claro,0.235275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3117,2015291 C3 7.5,2015291,C3,7.5,15,CH Claro,0.235830729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3118,2015291 C3 90,2015291,C3,90,30,CH Claro,0.3056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3119,2015291 C4 120,2015291,C4,120,30,Monte Calme 268,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3120,2015291 C4 30,2015291,C4,30,30,Monte Calme 268,0.251340625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3121,2015291 C4 60,2015291,C4,60,30,Monte Calme 268,0.22315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3122,2015291 C4 7.5,2015291,C4,7.5,15,Monte Calme 268,0.243408854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3123,2015291 C4 90,2015291,C4,90,30,Monte Calme 268,0.29105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3124,2015291 C5 120,2015291,C5,120,30,Probus,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3125,2015291 C5 30,2015291,C5,30,30,Probus,0.25225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3126,2015291 C5 60,2015291,C5,60,30,Probus,0.269477604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3127,2015291 C5 7.5,2015291,C5,7.5,15,Probus,0.19405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3128,2015291 C5 90,2015291,C5,90,30,Probus,0.308025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3129,2015291 C6 120,2015291,C6,120,30,CH Claro,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3130,2015291 C6 30,2015291,C6,30,30,CH Claro,0.26195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3131,2015291 C6 60,2015291,C6,60,30,CH Claro,0.312875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3132,2015291 C6 7.5,2015291,C6,7.5,15,CH Claro,0.233658333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3133,2015291 C7 120,2015291,C7,120,30,Monte Calme 268,0.298325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3134,2015291 C7 30,2015291,C7,30,30,Monte Calme 268,0.2377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3135,2015291 C7 60,2015291,C7,60,30,Monte Calme 268,0.28135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3136,2015291 C7 7.5,2015291,C7,7.5,15,Monte Calme 268,0.220725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3137,2015291 C7 90,2015291,C7,90,30,Monte Calme 268,0.288625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3138,2015291 C8 120,2015291,C8,120,30,CH Claro,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3139,2015291 C8 30,2015291,C8,30,30,CH Claro,0.269225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3140,2015291 C8 60,2015291,C8,60,30,CH Claro,0.27165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3141,2015291 C8 7.5,2015291,C8,7.5,15,CH Claro,0.191625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3142,2015291 C8 90,2015291,C8,90,30,CH Claro,0.31045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3143,2015291 C9 120,2015291,C9,120,30,Probus,0.318482813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3144,2015291 C9 30,2015291,C9,30,30,Probus,0.215875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3145,2015291 C9 60,2015291,C9,60,30,Probus,0.240125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3146,2015291 C9 7.5,2015291,C9,7.5,15,Probus,0.191625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3147,2015291 C9 90,2015291,C9,90,30,Probus,0.225676042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3148,2015292 C1 120,2015292,C1,120,30,Zinal,0.31045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3149,2015292 C1 30,2015292,C1,30,30,Zinal,0.3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3150,2015292 C1 60,2015292,C1,60,30,Zinal,0.27165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3151,2015292 C1 7.5,2015292,C1,7.5,15,Zinal,0.220725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3152,2015292 C1 90,2015292,C1,90,30,Zinal,0.32015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3153,2015292 C10 120,2015292,C10,120,30,Zinal,0.32015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3154,2015292 C10 30,2015292,C10,30,30,Zinal,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3155,2015292 C10 60,2015292,C10,60,30,Zinal,0.235275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3156,2015292 C10 7.5,2015292,C10,7.5,15,Zinal,0.19405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3157,2015292 C10 90,2015292,C10,90,30,Zinal,0.244975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3158,2015292 C11 120,2015292,C11,120,30,Zinal,0.317725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3159,2015292 C11 30,2015292,C11,30,30,Zinal,0.269225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3160,2015292 C11 60,2015292,C11,60,30,Zinal,0.317320833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3161,2015292 C11 7.5,2015292,C11,7.5,15,Zinal,0.195464583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3162,2015292 C11 90,2015292,C11,90,30,Zinal,0.320958333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3163,2015292 C12 120,2015292,C12,120,30,Monte Calme 268,0.320705729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3164,2015292 C12 30,2015292,C12,30,30,Monte Calme 268,0.2183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3165,2015292 C12 60,2015292,C12,60,30,Monte Calme 268,0.228555729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3166,2015292 C12 7.5,2015292,C12,7.5,15,Monte Calme 268,0.191776563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3167,2015292 C12 90,2015292,C12,90,30,Monte Calme 268,0.293475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3168,2015292 C2 120,2015292,C2,120,30,Probus,0.293475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3169,2015292 C2 30,2015292,C2,30,30,Probus,0.206175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3170,2015292 C2 60,2015292,C2,60,30,Probus,0.288625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3171,2015292 C2 7.5,2015292,C2,7.5,15,Probus,0.232799479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3172,2015292 C2 90,2015292,C2,90,30,Probus,0.299790104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3173,2015292 C3 120,2015292,C3,120,30,CH Claro,0.293475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3174,2015292 C3 30,2015292,C3,30,30,CH Claro,0.274378125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3175,2015292 C3 60,2015292,C3,60,30,CH Claro,0.235275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3176,2015292 C3 7.5,2015292,C3,7.5,15,CH Claro,0.233658333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3177,2015292 C3 90,2015292,C3,90,30,CH Claro,0.304589583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3178,2015292 C4 120,2015292,C4,120,30,Monte Calme 268,0.322575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3179,2015292 C4 30,2015292,C4,30,30,Monte Calme 268,0.249825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3180,2015292 C4 60,2015292,C4,60,30,Monte Calme 268,0.22315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3181,2015292 C4 7.5,2015292,C4,7.5,15,Monte Calme 268,0.242145833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3182,2015292 C4 90,2015292,C4,90,30,Monte Calme 268,0.29105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
